Name,Year,Group,Status,Birth Date,Birth Place,Gender,Alma Mater,Undergraduate Major,Graduate Major,Military Rank,Military Branch,Space Flights,Space Flight (hr),Space Walks,Space Walks (hr),Missions,Death Date,Death Mission
Carlos Turner,2000.0,18.0,Retired,05/10/1962,"Taipei, Taiwan",Male,Dartmouth College; Rice University,,Mechanical Engineering,Commander,US Air Force (Retired),1,438,1,2.6,"STS-2 (Columbia), STS-8 (Challenger)",,
Laura Palmer,1990.0,14.0,Deceased,11/19/1956,"Beaufort, NC",Male,Amherst College; Rice University; Harvard University,Engineering,Astronautics,Captain,US Navy (Retired),3,6617,4,17.3,"STS-101 (Atlantis), ISS-13 (Soyuz), ISS-21/22 (Soyuz), ISS-47/48 (Soyuz)",,
Justin Mccall,1979.0,6.0,Management,10/07/1939,"Endicott, NY",Male,US Naval Academy; George Washington University,Metallurgical Engineering,Nuclear Physics,Colonel,US Air Force,2,966,1,3.7,"STS 51-J (Atlantis), STS-30 (Atlantis), STS-42 (Discovery), STS-57 (Endeavor)",,
Daniel Wood,1994.0,13.0,Deceased,11/02/1960,"Chicago, IL",Male,University of the Pacific; University of California-Santa Barbara,Physics,Mechanical Engineering,,,0,828,8,52.8,"STS-35 (Columbia), STS-67 (Endeavor)",,
Andrea Garcia,,14.0,Retired,05/16/1959,"Crown Point, IN",Female,Tennessee Polytechnic Institute; Virginia Polytechnic Institute,Computer & Systems Engineering,Physics,Captain,,1,348,1,2.4,"STS 61-C (Columbia), STS-34 (Atlantis), STS-46 (Atlantis), STS-60 (Discovery), STS-75 (Columbia), STS-91 (Discovery), STS-111 (Endeavor)",,
Erik Lane,1980.0,8.0,Management,06/11/1949,"San Diego, CA",Male,Whitman College,Physiology,Chemical Engineering,Captain,US Navy (Retired),2,3170,7,34.6,"STS-66 (Atlantis), STS-82 (Discovery), STS-97 (Endeavor), STS-115 (Discovery)",03/19/1997,
Brandon Mullins,1982.0,9.0,Retired,04/30/1948,"Del Norte, CO",Male,Georgia Institute of Technology; US Naval Postgraduate School,Aerospace Engineering,Space Physics,Captain,US Air Force Reserves (Retired),1,895,1,0.9,"STS-36 (Atlantis), STS-49 (Endeavor), STS-62 (Columbia)",,STS-107 (Columbia)
Elizabeth Franco,,15.0,Retired,05/13/1947,"New York, NY",Male,US Naval Academy; University of West Florida,Physics,No Major,Captain,US Navy,3,371,0,0.0,"STS-9 (Columbia), STS-35 (Columbia)",,
Rachel Lutz,2000.0,17.0,Management,01/09/1965,"Grand Rapids, MI",Male,Syracuse University; Marietta College; University of California-Los Angeles; University of Kentucky; University of Houston; Columbia University,Geology,Aeronautical Systems,,,4,1402,2,9.8,"STS-84 (Atlantis), STS-97 (Endeavor)",,
Patricia Shelton,1982.0,10.0,Retired,06/02/1956,"New Rockford, ND",Male,US Naval Academy,Geology,Space Physics,Colonel,US Air Force (Retired),4,2464,1,3.8,STS-50 (Columbia),,
Leroy Morrow,1976.0,9.0,Retired,10/20/1943,"Cincinnati, OH",Male,State University of New York Maritime College; University of Tennessee-Knoxville,Electrical Engineering,Medicine,,,2,422,0,0.5,"STS-77 (Endeavor), STS-89/91 (Endeavor/Discovery), STS-102 (Discovery), STS-114 (Discovery)",,
Cindy Morales,1977.0,13.0,Deceased,06/10/1939,"Taipei, Taiwan",Male,University of Idaho; University of Tennessee,Engineering,Aerospace Engineering,,,2,45,1,1.4,"Gemini 7, Apollo 8",,
Tony Lee,1974.0,10.0,Deceased,11/15/1939,"Cleveland, OH",Male,US Naval Academy; US Naval Postgraduate School,Biology,Computer Science,Captain,US Air Force,3,121,0,0.0,"STS-38 (Atlantis), STS-48 (Discovery), STS-62 (Columbia)",,
Tricia Novak,2007.0,,Retired,07/29/1969,"Mountain Home Air Force Base, ID",Male,Cornell University; Princeton University; University of Miami,Education,Aeronautical Engineering,Captain,US Navy,5,2389,5,24.7,"STS-59 (Endeavor), STS-68 (Endeavor), STS-80 (Columbia), STS-98 (Atlantis)",09/19/1991,
Angela Salas,1980.0,8.0,Retired,03/31/1951,"Ames, IA",Male,US Naval Academy; US Naval Postgraduate School,Aeronautical Engineering,Ocean Engineering,,,3,2474,10,63.0,STS-107 (Columbia),,
Shawn Gonzalez,1982.0,12.0,Retired,04/17/1949,"Columbus, OH",Female,US Air Force Academy; Golden Gate University; US Naval War College,Aeronautical Engineering,Geophysics,Colonel,,1,415,10,66.5,"STS-39 (Discovery), STS-54 (Endeavor), STS-71 (Atlantis), STS-82 (Discovery)",05/17/1995,
Amy Crawford,1963.0,2.0,Deceased,02/08/1925,"Jackson, MI",Male,MIT; University of Texas-Austin; George Washington University,Molecular Biology,Electrical Engineering,,,4,1732,0,0.0,"Gemini 3, Gemini 10, Apollo 10, Apollo 16, STS-1 (Columbia), STS-9 (Columbia)",,STS-107 (Columbia)
John White,1966.0,9.0,Retired,03/02/1939,"Buenos Aires, Argentina",Male,University of Michigan; US Naval Postgraduate School,Mechanical Engineering,Systems Management,,,3,26,0,0.1,"STS 61-B (Atlantis), STS-30 (Atlantis)",,
Ashley Collins,2004.0,17.0,Deceased,12/30/1961,"Hackensack, NJ",Male,University of California-Berkeley; Colorado State University,Physics,Earth Sciences,,,3,635,0,0.0,"STS-127/128 (Endeavor/Discovery), ISS-46/47 (Soyuz)",,
Julie Ryan,1989.0,8.0,Deceased,11/01/1957,"Baltimore, MD",Female,Southeast Missouri State; University of Missouri,Physics,Aeronautics,Captain,US Navy (Retired),2,1225,0,0.6,"STS 41-D (Discovery), STS 61-C (Columbia), STS-31 (Discovery), STS-82 (Discovery), STS-93 (Columbia)",,
Michael Garcia,1982.0,,Retired,02/07/1942,"Bar Harbor, ME",Male,Punjab Engineering College; University of Texas-Arlington; University of Colorado,Electrical Engineering,No Major,,US Air Force (Retired),4,3750,2,3.4,"STS-32 (Columbia), STS-43 (Atlantis), STS-57 (Endeavor)",,
Tracey Pugh,1992.0,13.0,Active,06/17/1960,"Portland, IN",Male,US Air Force Academy; Purdue University,Mathematics & Physics,Electrical Engineering,Lieutenant Colonel,US Marine Corps (Retired),2,2158,10,62.8,"STS-96 (Discovery), STS-107 (Columbia)",,
Jennifer Lewis,1984.0,11.0,Active,12/12/1950,"Atlanta, GA",Male,US Air Force Academy; Purdue University,Aerospace Engineering,Aeronautical Engineering,,,2,1406,6,30.7,"STS-119 (Discovery), STS-132 (Atlantis)",,
Thomas Hanna,1976.0,9.0,Retired,11/27/1941,"Syracuse, NY",Male,US Naval Academy,Electrical Engineering,International Relations,,,1,2963,1,1.4,"Mercury 8, Gemini 6, Apollo 7",04/16/2004,
Julie Peterson,2002.0,20.0,Retired,03/26/1966,"Lebanon, MO",Male,US Air Force Academy; Purdue University,Electrical Engineering; Computer Science,Aviation Systems,,,0,580,6,31.2,"Mercury 9, Gemini 5",,
Andrew Horn,1991.0,9.0,Retired,03/11/1964,"Demarest, NJ",Female,Purdue University; MIT,Electrical Engineering,Aerospace Engineering Sciences,,,4,2848,8,51.9,"Gemini 4, Apollo 1",,
William Lewis,2004.0,18.0,Deceased,10/03/1969,"San Jose, Costa Rica",Male,University of Colorado,Aeronautical Engineering,Physics,Captain,US Naval Reserves,2,4298,7,44.0,"STS-67 (Endeavor), STS-81 (Atlantis), STS-103 (Discovery), STS-125 (Atlantis), STS-109 (Columbia)",,
David Kennedy,1970.0,9.0,Retired,12/15/1935,"New York, NY",Male,US Naval Academy; MIT,Mechanical Engineering,Aerospace Engineering,Captain,,4,141,1,4.1,"STS-41 (Discovery), STS-49 (Endeavor), STS-61 (Endeavor), STS-79 (Atlantis)",,
Robert Diaz,1973.0,10.0,Retired,10/05/1940,"New York, NY",Male,US Military Academy; Georgia Institute of Technology,Business Economics,Medicine,,,4,61,0,0.3,,,
Thomas Juarez,1994.0,14.0,Deceased,08/25/1955,"Portland, IN",Male,Muskingum College,Astronautical Engineering,Engineering Management,,US Army (Retired),1,1719,9,53.7,STS-73 (Columbia),,
Jason Lara,2004.0,18.0,Retired,08/12/1965,"Boston, MA",Male,Amherst College; Rice University; Harvard University,Biology,Science & Technology Administration,,,1,6435,7,36.5,ISS-48/49 (Soyuz),,
Connie Vasquez,1981.0,11.0,Active,10/03/1946,"Louth, England",Male,Stanford University; University of Houston; University of Florida,Molecular Biology,Polymer Science & Engineering,Captain,US Marine Corps,2,1017,1,1.5,"ISS-09 (Soyuz), ISS-18 (Soyuz), STS-134 (Endeavor)",,
Rita Frank,2006.0,19.0,Retired,03/31/1968,"Houston, TX",Male,US Air Force Academy; Embry-Riddle Aeronautical University,Geosciences,Aerospace Engineering,Brigadier General,US Marine Corps (Retired),2,2212,6,29.8,STS 51-D (Discovery),,
Tamara Chan,1998.0,17.0,Retired,08/07/1961,"Houston, TX",Male,Yale University; University of Virginia,Geology,Industrial Engineering,,,1,4404,2,6.4,"STS-58 (Columbia), STS-76 (Atlantis), STS-90 (Columbia)",08/07/1999,
Alexandra Nguyen,1993.0,16.0,Retired,11/29/1950,"Fort Knox, KY",Female,University of Kansas,Chemistry,Oceanography,Lieutenant Colonel,US Navy (Retired),2,1213,3,9.5,"STS-38 (Atlantis), STS-51 (Discovery), STS-105/108 (Discovery/Endeavor)",08/14/2001,
Elizabeth Elliott,1972.0,6.0,Retired,12/13/1930,"Cass City, MI",Male,Purdue University; Indiana University,Engineering Science,Science & Technology Administration,Captain,US Coast Guard (Retired),1,326,1,2.4,"STS-84 (Atlantis), STS-97 (Endeavor)",,
Theresa Smith,1964.0,3.0,Active,04/18/1933,"Killeen, TX",Male,University of Rochester; California Institute of Technology,Mechanical Engineering,Engineering Management,,,0,1029,0,0.1,"STS-84 (Atlantis), STS-106 (Atlantis), ISS-07 (Soyuz)",10/16/1996,
Kelly Newton,1965.0,6.0,Retired,02/05/1927,"Chicago, IL",Male,University of Utah; University of California-Berkley,,No Major,,,4,214,1,1.1,STS-33 (Discovery),,
Diana Holder,1997.0,17.0,Retired,09/28/1951,"Tallahassee, FL",Male,US Air Force Academy; Troy State University,Animal Science,Medicine,,,2,2025,5,21.4,"STS-58 (Columbia), STS-74 (Atlantis), STS-92 (Discovery), ISS-12 (Soyuz)",,
Andrew Burns,1998.0,18.0,Retired,07/04/1956,"Springfield, MA",Male,US Military Academy; MIT,Mechanical Engineering,No Major,Colonel,US Navy (Retired),2,897,0,0.0,"STS-46 (Atlantis), STS-62 (Columbia), STS-75 (Columbia)",,
Daniel Pearson,1997.0,18.0,Active,12/21/1962,"Akron, OH",Female,Case Western Reserve University; Cornell University,Aerospace Engineering,Public Health,,,3,2551,5,27.2,"STS-32 (Columbia), STS-52 (Columbia), STS-63 (Discovery), STS-86 (Atlantis), STS-102 (Discovery), STS-113 (Endeavor)",,
Frances Clarke,2008.0,20.0,Retired,07/06/1967,"New Rockford, ND",Male,Ohio State University; University of Southern California; University of Houston,Aeronautics & Astronautics,Engineering,,US Navy (Retired),1,2168,3,9.1,Apollo 7,,
Debra Brown,,13.0,Deceased,11/02/1946,"Grand Rapids, MI",Male,US Naval Academy; Columbia University,Mechanical Engineering,Astronomy,,,3,2118,10,64.1,"STS-47 (Endeavor), STS-60 (Discovery), STS-85 (Discovery)",,
Daniel Mcdaniel,1994.0,15.0,Management,03/31/1952,"St. Paul, MN",Male,University of New Hampshire; Ohio State University; Harvard University,Applied Biology; Mechanical Engineering,Astronautics,Colonel,,0,2385,3,10.0,"STS 41-B (Challenger), STS 51-L (Challenger)",,
Lisa Fry,1967.0,5.0,Retired,02/17/1936,"Atlanta, GA",Male,Purdue University; Air Force Institute of Technology,Earth & Planetary Science,No Major,Colonel,US Air Force,1,143,1,0.8,STS 51-I (Discovery),,
Justin Jacobson,1994.0,18.0,Active,04/08/1961,"Yonkers, NY",Male,University of Illinois,Physics,Physics,,US Air Force (Retired),2,275,6,30.6,"STS-117/120 (Atlantis/Discovery), STS-131 (Discovery)",,
Nina Perez,2007.0,19.0,Retired,05/12/1973,"Warren, OH",Male,Missouri Southern State College; University of Missouri; University of Washington,Aeronautical & Astronautical Engineering,Physical Chemistry,,,1,2943,7,41.7,"STS-41 (Discovery), STS-53 (Discovery), STS-65 (Columbia), STS-88 (Endeavor)",08/01/2003,
Barbara Petty,1961.0,2.0,Retired,07/13/1931,"Los Angeles, CA",Male,US Naval Academy; US Naval Postgraduate School,Aeronautical Engineering,Aeronautical Engineering,Captain,US Air Force (Retired),3,210,2,4.5,"STS-110 (Atlantis), STS-122 (Atlantis)",,
Amanda Duncan,2001.0,19.0,Deceased,09/20/1963,"Mineral Wells, TX",Male,US Air Force Academy; Ohio State University; University of Colorado,Engineering,Materials Science,,,0,995,4,12.9,STS 41-C (Challenger),,
Jason Smith,1996.0,14.0,Retired,02/04/1959,"Quanah, TX",Male,University of Notre Dame; Troy State University; University of Florida; Air Force Institute of Technology,Aeronautical Engineering,No Major,Colonel,US Navy,1,4514,10,66.1,"STS-124 (Discovery), STS-132 (Atlantis)",,
Becky Meadows,1965.0,4.0,Retired,08/13/1933,"Sioux Falls, SD",Male,University of Rochester; California Institute of Technology,Computer Science,Medicine,Captain,,2,5491,2,6.8,"STS-88 (Endeavor), STS-105 (Discovery), STS-117 (Atlantis), STS-128 (Discovery)",,
James Carter MD,1968.0,5.0,Deceased,07/20/1938,"Cleveland, OH",Male,US Air Force Academy; Georgia Institute of Technology,,Geophysics,Colonel,US Navy,2,2789,7,36.3,"Gemini 7, Apollo 8",,
Jacob Adams,1959.0,2.0,Retired,06/20/1927,"Hackensack, NJ",Male,University of Wisconsin-Madison,Electrical Engineering,No Major,Captain,US Navy (Retired),2,2703,6,26.5,"STS-59 (Endeavor), STS-68 (Endeavor), STS-80 (Columbia), STS-98 (Atlantis)",,
Karen Moore,1964.0,6.0,Deceased,01/03/1932,"Miami, FL",Male,US Air Force Academy; Columbia University; University of Texas,Aeronautics & Astronautics,Electrical Engineering,Colonel,US Army (Retired),6,228,1,0.8,"STS-106 (Atlantis), STS-115 (Atlantis), ISS-29/30 (Soyuz)",,
Gregory Stephens,1989.0,12.0,Retired,10/10/1947,"Indianapolis, IN",Male,LeMoyne College; University of Maryland,Physics,No Major,,US Navy (Retired),5,584,7,34.5,STS 51-F (Challenger),,
Dana Smith,1992.0,16.0,Retired,04/15/1953,"New York, NY",Male,US Air Force Academy; Columbia University; Troy State University,Human Biology,Public Administration,,,1,727,1,1.4,"STS-124 (Discovery), STS-132 (Atlantis)",,
Jerry Wang,,20.0,Management,09/06/1972,"Chicago, IL",Female,US Merchant Marine Academy; US Naval Postgraduate School,Economics,Astronomy,,,2,4447,8,47.1,"STS-90 (Columbia), STS-130 (Endeavor)",,
Andrea King,,,Management,07/02/1936,"San Antonio, TX",Male,University of Illinois,Engineering Science,Medicine,Colonel,US Air Force,1,702,0,0.4,"STS-124 (Discovery), ISS-27/28 (Soyuz)",,
Alison Reese,1975.0,7.0,Retired,05/22/1941,"Portsmouth, VA",Male,Purdue University; University of Southern California,Aerospace Engineering,Solar Physics,Rear Admiral,US Navy,4,1815,8,47.3,"STS-7 (Challenger), STS 51-A (Discovery), STS-26 (Discovery)",,
John Anderson,1994.0,18.0,Retired,01/17/1956,"Springfield, MO",Female,State University of New York; Embry-Riddle Aeronautical University; University of Florida,Astronomy,Aeronautical Engineering,,US Air Force (Retired),2,1935,4,17.7,STS-44 (Atlantis),,
Jacob Chavez,1990.0,16.0,Retired,01/09/1942,"Philadelphia, PA",Male,US Naval Academy; US Naval Postgraduate School,Engineering Science,Environmental Science,Colonel,US Navy,0,344,1,2.3,"STS-73 (Columbia), STS-93 (Columbia), ISS-26/27 (Soyuz)",,
Benjamin Barton,1968.0,11.0,Deceased,01/03/1932,"Lockport, NY",Male,Amherst College; Rice University; Harvard University,Biology,Electrical Engineering,,,3,27,1,2.6,"STS-39 (Discovery), STS-49 (Endeavor), STS-65 (Columbia)",,
Francisco Long,,4.0,Retired,11/30/1950,"Cordova, AL",Female,University of Texas-El Paso; University of Houston; Rice University,Engineering Science,Astronomy,Lieutenant Colonel,US Air Force (Retired),4,2684,1,5.1,"STS-32 (Columbia), STS-52 (Columbia), STS-63 (Discovery), STS-86 (Atlantis), STS-102 (Discovery), STS-113 (Endeavor)",,
David Floyd,1979.0,10.0,Retired,01/11/1944,"French Camp, CA",Male,US Naval Academy; Florida Institute of Technology,Physics,Space Physics,,,4,1684,6,30.3,"ST 61-B (Atlantis), ST-27 (Atlantis), ST-37 (Atlantis), STS-55 (Columbia), STS-74 (Atlantis), STS-88 (Endeavor), STS-110 (Atlantis)",08/28/2003,
Megan Burton,1972.0,8.0,Retired,09/05/1932,"North Yorkshire, England",Male,Colorado State University; US Naval Postgraduate School,Physics,Engineering Management,Captain,US Navy (Retired),2,420,5,21.8,"STS-55 (Columbia), STS-63 (Discovery)",,
Rachel Phelps,1974.0,8.0,Retired,06/25/1939,"Murfreesboro, TN",Male,University of Southern California; US Naval Postgraduate School,Physics & Mechanical Engineering,Medicine,Brigadier General,US Army,1,271,7,36.8,"STS 51-C (Discovery), STS-31 (Discovery), STS-46 (Atlantis)",,
Alexis Nicholson,1996.0,17.0,Active,06/01/1955,"Pittsburgh, PA",Female,Williams College; Georgetown University; University of California-Berkeley,Aerospace Engineering,Applied Physics,Colonel,US Air Force (Retired),3,3350,4,14.7,STS 51-B (Challenger),,
David Black,1963.0,3.0,Deceased,11/15/1929,"Tallahassee, FL",Male,University of Richmond; University of Virginia,Business Economics,Mechanical Engineering,Lieutenant Colonel,,1,1290,3,7.3,"Gemini 11, Apollo 12",,
Charles Gonzalez,1986.0,15.0,Retired,05/09/1950,"Jamestown, ND",Male,US Military Academy; University of Virginia,Aeronautical & Astronautical Engineering,Engineering,Captain,US Marine Corps (Retired),4,1589,0,0.6,"STS-112 (Atlantis), STS-121 (Discovery), STS-132 (Atlantis)",,
Zachary Gill,,12.0,Retired,08/06/1940,"Minneapolis, MN",Male,US Military Academy; University of Virginia,Aeronautical Engineering,Aerospace Engineering,,,2,2475,10,63.4,"STS-73 (Columbia), STS-92 (Discovery), STS-113 (Endeavor), ISS-14 (Soyuz)",,
Charlene Clark,1970.0,4.0,Retired,12/12/1939,"Long Beach, CA",Male,University of Colorado,Engineering Mechanics,Medicine,,,1,3555,10,66.2,STS-34 (Atlantis),,
Cassandra Rice,1980.0,12.0,Retired,06/20/1952,"New York, NY",Male,Purdue University; University of Southern California,Engineering,Aerospace Engineering,,US Navy (Retired),5,2115,0,0.0,STS 51-F (Challenger),,
Jennifer Johnson,1969.0,4.0,Retired,03/31/1936,"Detroit, MI",Male,US Air Force Academy; Purdue University,Physics,Astronautical & Aeronautical Engineering,,,0,2356,1,2.4,,,STS 51-L (Challenger)
Elizabeth Powell MD,,15.0,Retired,10/27/1958,"Parma, OH",Male,University of California-Berkeley; University of Tennessee,Aeronautical Engineering,Public Administration,,,1,840,4,15.0,STS 51-C (Discovery),,
Charlotte Lee,1979.0,13.0,Retired,10/05/1953,"Honolulu, HI",Male,Indiana University of Pennsylvania; Medical College of Pennsylvania,Mechanical Engineering,Aerospace Engineering,,,1,1181,9,57.2,"STS-100 (Endeavor), ISS-11 (Soyuz), STS-119 (Discovery)",,
Anita Torres,1996.0,17.0,Retired,04/15/1961,"Cleveland, OH",Male,Stanford University,Mechanical Engineering,No Major,,,4,1189,4,13.3,"STS-86 (Atlantis), STS-97 (Endeavor), STS-110 (Atlantis)",,
Steven Freeman,1985.0,13.0,Retired,06/28/1953,"Buffalo, NY",Male,University of Kansas,Aerospace Engineering,Mechanical Engineering,Captain,US Navy (Retired),1,678,0,0.4,"Gemini 10, Apollo 11",,
Amber Morton,1992.0,13.0,Retired,11/11/1956,"Pasadena, CA",Female,Auburn University; University of Virginia,Computer Science,Engineering Management,,,6,2685,2,8.6,"STS-120 (Discovery), ISS-24/25 (Soyuz)",,
Amanda Cox,2006.0,19.0,Retired,02/12/1973,"St. Louis, MO",Male,US Naval Academy; US Naval Postgraduate School,Business Economics,Electrical Engineering,,,2,2670,1,3.9,,,
Scott Hansen,2002.0,14.0,Retired,04/24/1966,"Cardiff, Wales",Male,University of Virginia; University of Michigan,Engineering Sciences; Astronautics & Mathematics,Hydraulic Engineering,Lieutenant Commander,US Air Force Reserves,3,2735,1,4.2,"STS-42 (Discovery), STS-51 (Discovery), STS-79 (Atlantis)",,
Judith Lopez,1995.0,14.0,Retired,09/29/1962,"Lewiston, MT",Female,University of Colorado; University of California Los Angeles,Physics,Medicine,,,2,6357,5,22.0,"STS 51-C (Discovery), STS 61-A (Challenger), STS-29 (Discovery), STS-48 (Discovery",,
Jennifer Vasquez,1990.0,12.0,Deceased,04/03/1953,"Danville, IL",Male,US Naval Academy; University of Maryland; US Naval Postgraduate School,,Aeronautical Science,Colonel,US Air Force Reserves (Retired),0,167,0,0.0,"STS 41-G (Challenger), STS-28 (Columbia), STS-45 (Atlantis)",,
Stephen Nixon,1975.0,6.0,Retired,08/25/1939,"Philadelphia, PA",Male,Montana State University; University of Colorado,Physics,Technology & Policy,Captain,US Navy (Retired),6,162,0,0.0,"ISS-19/20 (Soyuz), STS-133 (Discovery)",,
