,ORDERKEY,CUSTKEY,ORDERSTATUS,TOTALPRICE,ORDERDATE,ORDERPRIORITY,CLERK,SHIPPRIORITY,COMMENT
130550,522183,25357,F,341164.66,779587200.0,3-MEDIUM,Clerk#000000816,0,ackages cajole carefully slyly expres
130551,522208,146596,F,230588.16,731894400.0,4-NOT SPECIFIED,Clerk#000000648,0,"ose, bold foxes: regular packages p"
130552,522209,73405,F,164394.64,723513600.0,5-LOW,Clerk#000000956,0,foxes sleep carefully. even requests nag.
130553,522210,108538,F,238521.79,754790400.0,3-MEDIUM,Clerk#000000541,0,express excuses sleep blithely furiously ironic courts. furiously spe
130554,522211,15166,O,232455.85,892252800.0,5-LOW,Clerk#000000179,0,", regular instructions integrate quickly blithely regu"
130555,522212,30031,F,167246.79,776476800.0,3-MEDIUM,Clerk#000000945,0,"sly final, final frays. fluffily even deposits "
130556,522213,116651,O,279794.69,817257600.0,3-MEDIUM,Clerk#000000668,0,. permanently final ideas wake furiously. furi
130557,522214,44977,O,32436.43,886032000.0,2-HIGH,Clerk#000000784,0, ironic foxes cajole carefully carefully eve
130558,522215,63044,O,248961.86,831340800.0,5-LOW,Clerk#000000161,0,eodolites nod slyly after the carefully even deposits. f
130559,522240,120883,O,311975.75,863136000.0,2-HIGH,Clerk#000000578,0,ironic packages integra
130560,522241,51022,O,177534.55,867283200.0,3-MEDIUM,Clerk#000000195,0,"y busy instructions haggle; regular warthogs about the final, regular packages"
130561,522242,126334,F,84998.74,694310400.0,1-URGENT,Clerk#000000231,0,es. carefully express pinto beans doze-- final d
130562,522243,16271,O,66206.35,815443200.0,1-URGENT,Clerk#000000521,0,lent decoys cajole slyly dar
130563,522244,7126,F,34641.08,783302400.0,3-MEDIUM,Clerk#000000761,0,y along the pending deposits. quickly ironic dugouts promise slyly blithel
130564,522245,53090,O,52747.4,812937600.0,2-HIGH,Clerk#000000051,0,ns are slyly after the quickly bold warhorses. even packages impress quickly 
130565,522246,67108,O,156671.07,810950400.0,5-LOW,Clerk#000000973,0,rve above the theodolites. sl
130566,522247,20881,F,133994.42,726537600.0,5-LOW,Clerk#000000739,0, accounts. furiously daring asymptotes engage fluffily. 
130567,522272,64864,O,117737.32,873849600.0,5-LOW,Clerk#000000771,0,he carefully express theodolites nag slyly regular re
130568,522273,115175,F,345111.99,702432000.0,4-NOT SPECIFIED,Clerk#000000296,0, fluffy theodolites. furiously thin platelets 
130569,522274,131902,O,106551.2,876009600.0,3-MEDIUM,Clerk#000000347,0,its haggle. carefully ironic deposits among the slyly
130570,522275,20584,O,163150.94,891820800.0,1-URGENT,Clerk#000000675,0,lent ideas affix. slyly regular instructions use about the s
130571,522276,41815,F,1716.34,747878400.0,1-URGENT,Clerk#000000803,0, theodolites. blithe
130572,522277,14719,F,18016.89,775785600.0,3-MEDIUM,Clerk#000000648,0,"he ironic packages boost against the asymptotes. regular, final account"
130573,522278,22400,F,36976.65,784425600.0,4-NOT SPECIFIED,Clerk#000000399,0,ly final courts. slyly final
130574,522279,125929,O,193177.88,808099200.0,2-HIGH,Clerk#000000197,0, regular ideas about the carefully ironic requests haggl
130575,522304,131815,O,150898.19,810172800.0,4-NOT SPECIFIED,Clerk#000000201,0,he slyly ironic pinto beans boost blithely express 
130576,522305,53989,F,32517.21,781228800.0,3-MEDIUM,Clerk#000000107,0, the furiously even multipliers. packages haggle slyly slyly final pinto
130577,522306,21811,O,112590.69,884649600.0,4-NOT SPECIFIED,Clerk#000000862,0,dolites sleep carefully alongside of the furiously express depos
130578,522307,112205,F,101078.66,703900800.0,3-MEDIUM,Clerk#000000820,0,osits sleep carefully according to the even ideas. f
130579,522308,13273,F,105860.32,748051200.0,2-HIGH,Clerk#000000372,0, bold packages sleep excuses. final warhors
130580,522309,147521,F,83869.18,784512000.0,3-MEDIUM,Clerk#000000117,0,ly regular theodolites. carefully furious instru
130581,522310,30502,O,256683.34,892080000.0,2-HIGH,Clerk#000000504,0,"lar deposits. slyly express dependencies among the express, regular accounts"
130582,522311,90437,F,145013.5,738288000.0,2-HIGH,Clerk#000000490,0,to the furiously final ideas; accounts haggle ruthles
130583,522336,10276,F,116408.98,791596800.0,3-MEDIUM,Clerk#000000283,0,lyly final requests. furiously daring excuses sublate furiously. furiously iro
130584,522337,55805,F,196464.1,794188800.0,3-MEDIUM,Clerk#000000778,0,ly. blithely ironic deposits integrate fluffily among
130585,522338,112727,O,94574.73,850694400.0,3-MEDIUM,Clerk#000000119,0,onic theodolites according to the blithely even deposits doubt above the r
130586,522339,98792,O,130726.63,864432000.0,2-HIGH,Clerk#000000736,0,ters nag carefully final theodolites. blithely silent p
130587,522340,41446,O,294076.69,900547200.0,5-LOW,Clerk#000000005,0,ly across the furiously even requests. slyly special dolphi
130588,522341,106232,O,37336.57,804556800.0,2-HIGH,Clerk#000000132,0,ickly regular requests hagg
130589,522342,138898,O,247524.48,843091200.0,1-URGENT,Clerk#000000947,0,s haggle at the quickly ironic pains. furiously regular ideas
130590,522343,147149,F,225929.26,695433600.0,5-LOW,Clerk#000000029,0,ideas along the quickly regular deposits detect cl
130591,522368,72463,O,263505.65,851212800.0,4-NOT SPECIFIED,Clerk#000000723,0,pinto beans wake according to the slyly final accoun
130592,522369,25429,P,191424.48,795225600.0,2-HIGH,Clerk#000000728,0,. blithely final foxes haggle fluffily slyly 
130593,522370,16399,F,187525.14,785894400.0,1-URGENT,Clerk#000000554,0,y final deposits. even foxes x-ray: accounts above t
130594,522371,53143,O,310728.31,872985600.0,1-URGENT,Clerk#000000247,0,"es maintain-- special, final decoy"
130595,522372,68404,F,157962.27,726796800.0,5-LOW,Clerk#000000619,0,"ironic ideas. slyly ironic deposits hang carefully. unusual, unus"
130596,522373,53293,P,47369.58,797126400.0,4-NOT SPECIFIED,Clerk#000000267,0,carefully even packages. slyly final ideas sleep slyly. slyly ironic e
130597,522374,19396,O,43325.43,883785600.0,3-MEDIUM,Clerk#000000100,0,usly regular instructions. braids cajole slyly blithely 
130598,522375,29410,O,275987.5,856137600.0,3-MEDIUM,Clerk#000000009,0,", unusual packages. bold pint"
130599,522400,29476,F,165392.85,720230400.0,2-HIGH,Clerk#000000892,0,as. slyly ironic hockey players cajole fluffily. slyly express theodolites c
130600,522401,77972,O,320755.01,855100800.0,1-URGENT,Clerk#000000353,0,al foxes are carefully even asymptotes. closely silen
130601,522402,68032,O,55532.28,900979200.0,1-URGENT,Clerk#000000785,0,"lly quickly ironic multipliers. even, final theodo"
130602,522403,109867,O,132558.5,865814400.0,3-MEDIUM,Clerk#000000503,0,otes use carefully. blith
130603,522404,31477,F,137543.4,712540800.0,2-HIGH,Clerk#000000412,0,the regular packages. furiously bold instructions boost along the regular dep
130604,522405,115130,F,9612.6,742435200.0,2-HIGH,Clerk#000000493,0,er the slyly final warhorses. quickly bold acco
130605,522406,137137,O,208757.38,862963200.0,3-MEDIUM,Clerk#000000095,0, express requests haggle blithely. slyly 
130606,522407,96550,F,65656.84,764294400.0,2-HIGH,Clerk#000000460,0,elets haggle carefully silent requests
130607,522432,145969,F,201572.48,788313600.0,3-MEDIUM,Clerk#000000410,0,uctions. quickly bold asymptotes affix furiously. fluf
130608,522433,36583,O,188953.28,855100800.0,5-LOW,Clerk#000000542,0,kages snooze carefully requ
130609,522434,132683,F,264407.04,775612800.0,1-URGENT,Clerk#000000414,0,press pinto beans behind the furiously express deposits nag cl
130610,522435,89851,F,184782.39,730598400.0,2-HIGH,Clerk#000000971,0,es cajole carefully: final packages u
130611,522436,66739,O,102393.78,861321600.0,2-HIGH,Clerk#000000111,0,"d packages must kindle slyly among the final, even accounts. slyly iron"
130612,522437,124723,O,293276.44,860716800.0,3-MEDIUM,Clerk#000000916,0,ins cajole around the slyly final requests. regular instructions
130613,522438,112570,F,157743.15,756086400.0,5-LOW,Clerk#000000744,0,"e slyly pinto beans. even, final "
130614,522439,4799,F,212566.23,756777600.0,4-NOT SPECIFIED,Clerk#000000565,0,ly special pinto beans nag quickly a
130615,522464,102901,F,220823.77,765158400.0,4-NOT SPECIFIED,Clerk#000000845,0,refully final accounts nag slyly. carefully regula
130616,522465,90169,O,318410.01,823651200.0,1-URGENT,Clerk#000000177,0,"eans wake unusual, regular pinto beans. requests are slyly slyly silent"
130617,522466,145652,O,48620.57,855187200.0,3-MEDIUM,Clerk#000000377,0, the special accounts. carefully regular 
130618,522467,122098,O,228437.74,890870400.0,3-MEDIUM,Clerk#000000715,0,ptotes haggle. furiously regular requests are along the r
130619,522468,94951,F,87638.46,744595200.0,2-HIGH,Clerk#000000605,0,quickly regular theodolites cajole silent accounts. furiously final requests
130620,522469,129223,F,153634.37,782352000.0,3-MEDIUM,Clerk#000000881,0,lly regular packages
130621,522470,132632,F,370933.66,742867200.0,2-HIGH,Clerk#000000220,0,unts. blithely ironic dependencies across the furiously even 
130622,522471,131309,O,63693.31,862876800.0,1-URGENT,Clerk#000000871,0,ecial braids boost. fluffily even
130623,522496,105533,F,124407.11,793584000.0,3-MEDIUM,Clerk#000000570,0, slyly even asymptotes. courts after the alw
130624,522497,78727,O,106868.16,894499200.0,5-LOW,Clerk#000000750,0,special accounts. furiously eve
130625,522498,135208,O,154439.69,891302400.0,1-URGENT,Clerk#000000796,0,ld ideas. ironic sheaves al
130626,522499,84730,O,23479.31,899424000.0,5-LOW,Clerk#000000342,0, warthogs affix quickly. slyly ironic requests use
130627,522500,86704,F,182533.84,719884800.0,4-NOT SPECIFIED,Clerk#000000534,0,"xes. regular, ironic dolphins "
130628,522501,111632,F,124691.33,721353600.0,1-URGENT,Clerk#000000231,0,uick deposits haggle blithely silent requests. blithely unusual accounts aff
130629,522502,136624,O,70182.39,841622400.0,5-LOW,Clerk#000000254,0,"yly unusual deposits boost slyly about the silent, silent requests. special"
130630,522503,7393,O,219573.25,814233600.0,3-MEDIUM,Clerk#000000182,0,s nag at the carefully unusual deposits. carefully silent ide
130631,522528,42836,O,164106.95,874886400.0,2-HIGH,Clerk#000000700,0,xpress accounts wake furiously dependencies. pending w
130632,522529,88225,F,164561.07,772675200.0,5-LOW,Clerk#000000748,0,al asymptotes haggle carefully regular accounts. blithely even packages
130633,522530,33799,O,79507.25,799718400.0,5-LOW,Clerk#000000187,0, special braids boost. fluffily e
130634,522531,146192,F,221303.8,751334400.0,4-NOT SPECIFIED,Clerk#000000799,0, wake carefully ironic e
130635,522532,43409,F,304913.34,775353600.0,4-NOT SPECIFIED,Clerk#000000825,0,"ole furiously silent, ironic pac"
130636,522533,112208,O,305195.2,861667200.0,2-HIGH,Clerk#000000955,0, are permanently. blithely bold accounts must
130637,522534,65581,O,24850.54,894585600.0,5-LOW,Clerk#000000192,0,ts wake slyly silent packages. carefull
130638,522535,136906,O,194534.32,836438400.0,4-NOT SPECIFIED,Clerk#000000359,0, sometimes around the special platelets. fina
130639,522560,106453,O,101520.41,856396800.0,3-MEDIUM,Clerk#000000003,0,odolites alongside of the blithely special reque
130640,522561,101527,F,175948.77,705283200.0,1-URGENT,Clerk#000000697,0,as cajole frays. blithely 
130641,522562,86746,F,149696.37,782179200.0,1-URGENT,Clerk#000000372,0,"lyly ironic deposits; thin, even requests wake blithely p"
130642,522563,80476,F,34930.03,709257600.0,2-HIGH,Clerk#000000545,0,oost slyly. slyly even instructions around the special asymptotes sle
130643,522564,137773,F,77680.09,763084800.0,1-URGENT,Clerk#000000451,0,ve the quickly express pinto beans. deposits above the 
130644,522565,125071,F,285841.42,762393600.0,3-MEDIUM,Clerk#000000379,0,f the blithely even requests are busily abo
130645,522566,102938,O,221040.34,852163200.0,4-NOT SPECIFIED,Clerk#000000338,0, blithely busy requests integrate. carefull
130646,522567,122938,O,66096.24,852595200.0,4-NOT SPECIFIED,Clerk#000000284,0,"ular accounts. carefully express accounts poach slyly ironic, express"
130647,522592,94208,F,76622.15,767059200.0,5-LOW,Clerk#000000248,0,lly after the blithely ironic d
130648,522593,92443,O,199128.2,864086400.0,3-MEDIUM,Clerk#000000182,0,g to the carefully blithe deposits; carefully unusual asympt
130649,522594,120902,F,275911.37,754963200.0,3-MEDIUM,Clerk#000000620,0,lithely bold deposits boost blithely above the bu
130650,522595,89858,F,137358.99,771033600.0,2-HIGH,Clerk#000000878,0,cajole carefully along the blithely ironic pi
130651,522596,29911,O,284075.9,846720000.0,4-NOT SPECIFIED,Clerk#000000213,0,unts. even pinto beans wake blithely against the even dep
130652,522597,30871,F,65869.29,740620800.0,5-LOW,Clerk#000000440,0,lithely bold deposits affix carefully. slyly regular packages use
130653,522598,128870,O,286126.18,867715200.0,2-HIGH,Clerk#000000804,0,se idly even pinto beans. d
130654,522599,54505,O,190288.48,814924800.0,3-MEDIUM,Clerk#000000601,0,"ly regular requests doze across the regular, ironic accounts. rut"
130655,522624,147070,F,192332.5,726969600.0,4-NOT SPECIFIED,Clerk#000000913,0,y express theodolites haggle fluffily ironic requests. f
130656,522625,72847,F,85675.67,753321600.0,4-NOT SPECIFIED,Clerk#000000830,0,"g to the enticing, ironic foxes. final platelets use against the carefully"
130657,522626,17860,O,42925.12,869270400.0,2-HIGH,Clerk#000000066,0,ngly about the slyly ironic waters: blithely final theodolites 
130658,522627,7735,O,180913.62,828057600.0,2-HIGH,Clerk#000000418,0,"row busily pending, final requests! slyly regular escapades a"
130659,522628,72874,F,279862.73,783302400.0,5-LOW,Clerk#000000199,0,ely express instructions a
130660,522629,28702,F,191671.47,766972800.0,5-LOW,Clerk#000000823,0, bold requests. blithely b
130661,522630,130198,O,259793.12,838425600.0,2-HIGH,Clerk#000000126,0,ites. bold platelets detect 
130662,522631,19963,F,399109.51,775526400.0,3-MEDIUM,Clerk#000000432,0,ounts sleep careful
130663,522656,89083,O,83058.36,811382400.0,2-HIGH,Clerk#000000548,0,e furiously. slyly regular dep
130664,522657,46630,F,125826.84,768787200.0,1-URGENT,Clerk#000000575,0,nding foxes. ironic accounts cajole. slyly
130665,522658,98470,O,331549.4,893203200.0,3-MEDIUM,Clerk#000000484,0,arefully regular packages affix alongside of the express instructions. furiou
130666,522659,28981,F,34138.23,753408000.0,2-HIGH,Clerk#000000591,0,cajole slyly above the blithely express packages. daring 
130667,522660,7469,F,72452.59,731548800.0,3-MEDIUM,Clerk#000000329,0,"s. special asymptotes detect. even, regular instructions impr"
130668,522661,128560,O,214696.2,894585600.0,2-HIGH,Clerk#000000486,0,oys. bold instructions sleep abov
130669,522662,84445,F,192371.21,761097600.0,2-HIGH,Clerk#000000098,0, the final requests. final grouches along the depos
130670,522663,106174,F,106062.98,792201600.0,5-LOW,Clerk#000000177,0,"ing to the silent, silent pac"
130671,522688,52651,O,97513.21,863136000.0,4-NOT SPECIFIED,Clerk#000000942,0,", final notornis mi"
130672,522689,24661,F,60308.38,769046400.0,1-URGENT,Clerk#000000775,0,rmanent foxes? slyly pending theodolites wake furiously inside
130673,522690,24401,F,229292.55,725068800.0,4-NOT SPECIFIED,Clerk#000000396,0,y alongside of the quickly regular packages. carefully
130674,522691,147472,F,18346.43,742003200.0,1-URGENT,Clerk#000000414,0,idle deposits are carefully regular pinto beans. slyly express packages abov
130675,522692,93571,F,94102.59,711590400.0,4-NOT SPECIFIED,Clerk#000000196,0,ges wake beside the blithely even foxes.
130676,522693,31372,F,82886.65,707356800.0,1-URGENT,Clerk#000000559,0,ironic platelets haggle even asymptotes. carefully pending instructions sl
130677,522694,141695,O,279051.39,885340800.0,4-NOT SPECIFIED,Clerk#000000262,0,y among the carefully silent foxes. fluffily special dolp
130678,522695,53188,O,5169.97,822873600.0,4-NOT SPECIFIED,Clerk#000000369,0,n frets. quietly final platelet
130679,522720,69553,F,157013.27,710121600.0,5-LOW,Clerk#000000661,0,"atelets. furious, final accounts at the foxes x-ray fluffily furiously final "
130680,522721,22700,F,55045.33,778723200.0,5-LOW,Clerk#000000153,0,"r slyly blithely silent ideas. ideas are unusual, ruthless "
130681,522722,62503,O,88008.12,882921600.0,3-MEDIUM,Clerk#000000166,0,ickly final accounts wake. quickly special asymptotes are. blithely close theo
130682,522723,28459,O,210097.82,824774400.0,2-HIGH,Clerk#000000009,0,ang above the slyly regular platelets. ironic packages wake at the blithely 
130683,522724,97429,O,124104.64,890179200.0,2-HIGH,Clerk#000000824,0,riously final packages wake slyly. furiously ironic depende
130684,522725,69058,O,20262.22,861235200.0,2-HIGH,Clerk#000000648,0,posits among the even accounts wake
130685,522726,107402,O,243991.04,886118400.0,1-URGENT,Clerk#000000722,0,riously alongside of the blithely unusual pinto beans. fur
130686,522727,139082,F,224627.97,715737600.0,3-MEDIUM,Clerk#000000291,0," requests. even, express instructions "
130687,522752,92795,O,98955.58,816566400.0,5-LOW,Clerk#000000598,0,"onic deposits around the quickly bold deposits use furiously ironic, spec"
